id,url,source,label,url_length
5305,mnc120.mcc310.pub.3gppnetwork.org,Cisco-Umbrella,legitimate,33
4454,www.expedia.co.in,Cisco-Umbrella,legitimate,17
7822,voicecloud.cn.ctadns.cn,Cisco-Umbrella,legitimate,23
9450,cahaya.shewouldpray.yachts,Cisco-Umbrella,legitimate,26
8484,191644-ipv4.gr.global.aa-rt.sharepoint.com,Cisco-Umbrella,legitimate,42
8574,www.nordstrom.com,Cisco-Umbrella,legitimate,17
8070,pawspetmarket.com,Majestic,legitimate,17
3341,rockwallheraldbanner.com,Majestic,legitimate,24
1099,vpn.trw.com,Cisco-Umbrella,legitimate,11
4791,storage.ape.yandex.net,Cisco-Umbrella,legitimate,22
1559,apt.kubernetes.io,Cisco-Umbrella,legitimate,17
5750,tsnu.edu.cn,Majestic,legitimate,11
9717,postexpress.rs,Majestic,legitimate,14
9758,pegasusbooks.com,Majestic,legitimate,16
413,semprefamilia.com.br,Majestic,legitimate,20
6551,cloud.savanceworkplace.com,Cisco-Umbrella,legitimate,26
9432,crl.trustwave.com,Cisco-Umbrella,legitimate,17
3990,bearmountain.ca,Majestic,legitimate,15
2874,ply.gg,Cisco-Umbrella,legitimate,6
6669,prs.porsche.com,Cisco-Umbrella,legitimate,15
5899,do-92.lastpass.com,Cisco-Umbrella,legitimate,18
6552,feed.feedburster.com,Cisco-Umbrella,legitimate,20
374,workingcopy.app,Majestic,legitimate,15
9887,media.ext.edgeapps.net,Cisco-Umbrella,legitimate,22
352,cybersalt.org,Majestic,legitimate,13
684,www.theblackfriday.com,Cisco-Umbrella,legitimate,22
8902,cbma.de,Majestic,legitimate,7
1158,go.com-v1.edgekey.net,Cisco-Umbrella,legitimate,21
743,tera2u.com,Majestic,legitimate,10
8101,b.ezdnscenter.com,Cisco-Umbrella,legitimate,17
2448,bloomberry.com,Majestic,legitimate,14
8702,asmsrv.uks.prod.migration.windowsazure.com,Cisco-Umbrella,legitimate,42
2395,access.barracuda.com,Cisco-Umbrella,legitimate,20
1486,andorramania.com,Majestic,legitimate,16
2533,qunliyouxuan.com,Majestic,legitimate,16
1101,marchlogin.libii.com,Cisco-Umbrella,legitimate,20
6418,jxatei.net,Majestic,legitimate,10
4625,easylinux.de,Majestic,legitimate,12
7430,accounts.bimobject.com,Cisco-Umbrella,legitimate,22
3651,keystoneclick.com,Majestic,legitimate,17
4994,root-c3-ca2-2009.ocsp.d-trust.net,Cisco-Umbrella,legitimate,33
7023,evo-pe-prod.il-hfs.com,Cisco-Umbrella,legitimate,22
9125,a2180.casalemedia.com,Cisco-Umbrella,legitimate,21
2642,evit.edu,Cisco-Umbrella,legitimate,8
6879,handycoat.biz,Majestic,legitimate,13
5994,emancipetinc.sharepoint.com,Cisco-Umbrella,legitimate,27
1347,prd.gospotcheck.io,Cisco-Umbrella,legitimate,18
1400,winget.microsoft.com,Cisco-Umbrella,legitimate,20
3580,fsc.org.au,Majestic,legitimate,10
1191,seafolly.com,Majestic,legitimate,12
4966,lawcouncil.au,Majestic,legitimate,13
5744,api.sanjagh.com,Cisco-Umbrella,legitimate,15
5136,srhr.org,Majestic,legitimate,8
256,ps-services-us-east-1-914248642252-pipe-storage-das-cloud.s3.amazonaws.com,Cisco-Umbrella,legitimate,74
1440,hgs4lv4lb.puzztake.com,Cisco-Umbrella,legitimate,22
7016,jobbird.com,Majestic,legitimate,11
3411,scontent.fmex1-4.fna.fbcdn.net,Cisco-Umbrella,legitimate,30
7726,lacock.2day.uk,Majestic,legitimate,14
5104,acculaders.nl,Majestic,legitimate,13
3812,a5305.casalemedia.com,Cisco-Umbrella,legitimate,21
4642,afr.com,Majestic,legitimate,7
1776,117420465.intellimizeio.com,Cisco-Umbrella,legitimate,27
4608,rr3.sn-aigzrnsl.googlevideo.com,Cisco-Umbrella,legitimate,31
1993,seattlejapanesegarden.org,Majestic,legitimate,25
2112,backend.navionics.com,Cisco-Umbrella,legitimate,21
2696,5655854.cn,Majestic,legitimate,10
3911,proday-biznes.ru,Majestic,legitimate,16
5232,proofonmain.com,Majestic,legitimate,15
9987,noisettes.net,Majestic,legitimate,13
2114,gikrjnp.cn,Majestic,legitimate,10
2848,qnebwe26.api.sanity.io,Cisco-Umbrella,legitimate,22
7712,magic.piclick.kr,Cisco-Umbrella,legitimate,16
9430,galacticarmada.com,Majestic,legitimate,18
7801,kwpxpqm.cn,Majestic,legitimate,10
3718,unison-line.com.ua,Majestic,legitimate,18
6369,e19263.dsca.akamaiedge.net,Cisco-Umbrella,legitimate,26
8685,mingguangrencai.com,Majestic,legitimate,19
4283,s.wps.com,Cisco-Umbrella,legitimate,9
8335,sugar.org,Majestic,legitimate,9
9675,www.amateurgolf.com,Cisco-Umbrella,legitimate,19
914,shellandthecity.com,Majestic,legitimate,19
6444,ndg.io,Cisco-Umbrella,legitimate,6
5436,gzzikgs.cn,Majestic,legitimate,10
2297,www.ussusg2virginiaff0.blob.core.usgovcloudapi.net,Cisco-Umbrella,legitimate,50
8379,spb.ny.sportsbook.fanduel.com,Cisco-Umbrella,legitimate,29
2664,algorithmicbotany.org,Majestic,legitimate,21
9074,im-gateway-chat-us.shein.com,Cisco-Umbrella,legitimate,28
2952,awsc-integ.cname-proxy.amazon.com,Cisco-Umbrella,legitimate,33
8415,fonts.gopenske.com,Cisco-Umbrella,legitimate,18
8239,globintel.com,Majestic,legitimate,13
1265,coscoshippingna.freshdesk.com,Cisco-Umbrella,legitimate,29
1237,malawiholiday.com,Majestic,legitimate,17
8765,floccus.org,Majestic,legitimate,11
8987,dmr.gov.za,Majestic,legitimate,10
899,clearlycontacts.ca,Majestic,legitimate,18
7655,optify.net,Majestic,legitimate,10
8627,storycards.co,Cisco-Umbrella,legitimate,13
1306,pinterestinc.com,Majestic,legitimate,16
8067,automizy.com,Majestic,legitimate,12
9158,mb.wahooligan.com,Cisco-Umbrella,legitimate,17
4788,alroya.om,Majestic,legitimate,9
9477,szentendre.hu,Majestic,legitimate,13
1806,transparencia.pt,Majestic,legitimate,16
9727,sinal.eu,Majestic,legitimate,8
502,techdirectarchive.com,Majestic,legitimate,21
7406,pgups.ru,Majestic,legitimate,8
8043,bulafiji.com,Majestic,legitimate,12
9779,parkmail.dynadot.com,Cisco-Umbrella,legitimate,20
9404,smail.eu,Cisco-Umbrella,legitimate,8
944,ikj.ac.id,Majestic,legitimate,9
3433,bullperks.com,Majestic,legitimate,13
1781,smilemakers.com,Cisco-Umbrella,legitimate,15
7302,fnffn.com,Majestic,legitimate,9
3770,destinyupdate.follettdestiny.com,Cisco-Umbrella,legitimate,32
3449,downtownsouthbend.com,Majestic,legitimate,21
8038,bf29769wnv.bf.dynatrace.com,Cisco-Umbrella,legitimate,27
8202,go2.wilmingtonplc.com,Cisco-Umbrella,legitimate,21
8485,binaries.templates.cdn.office.net,Cisco-Umbrella,legitimate,33
7748,1942164442.rsc.cdn77.org,Cisco-Umbrella,legitimate,24
632,bibelselskabet.dk,Majestic,legitimate,17
8115,zlfyzv3nutv64.edge.platform.sh,Cisco-Umbrella,legitimate,30
4923,creartumbria.it,Majestic,legitimate,15
1906,fxw3r7gdm9.execute-api.us-east-1.amazonaws.com,Cisco-Umbrella,legitimate,46
8313,www.sell2wales.gov.wales,Cisco-Umbrella,legitimate,24
1255,www.berghoch.de,Cisco-Umbrella,legitimate,15
6504,aafk.no,Majestic,legitimate,7
5160,log16-normal-useast2a.tiktokv.com,Cisco-Umbrella,legitimate,33
5604,external-media24.public.wjfkm-a-8.prod.infra.webex.com,Cisco-Umbrella,legitimate,54
6943,pacweb.org,Majestic,legitimate,10
6287,zuc004d.mcdaltametrics.com,Cisco-Umbrella,legitimate,26
4091,rr4---sn-h5576n7r.googlevideo.com,Cisco-Umbrella,legitimate,33
2674,www.usdairy.com,Cisco-Umbrella,legitimate,15
3570,hkusaguns.com,Majestic,legitimate,13
797,515008387.collect.igodigital.com,Cisco-Umbrella,legitimate,32
9344,ds.uhc.com,Cisco-Umbrella,legitimate,10
2227,cloudflarein.com,Cisco-Umbrella,legitimate,16
1152,journalindicators.com,Majestic,legitimate,21
9844,toplines51.cf,Majestic,legitimate,13
1236,mason.gbqofs.io,Cisco-Umbrella,legitimate,15
3056,popline.org,Majestic,legitimate,11
2349,threeplr-ar6n95dnkfeo9-0.api.amazonvideo.com,Cisco-Umbrella,legitimate,44
7060,edsci.com,Majestic,legitimate,9
3785,zhuangxiushanghai.com,Majestic,legitimate,21
4151,gas-cne6.axeda.com,Cisco-Umbrella,legitimate,18
4841,tjmvd.cn,Majestic,legitimate,8
7088,hrstoday.com,Majestic,legitimate,12
9,yourdailydish.com,Majestic,legitimate,17
7186,myaccount.aarons.com,Cisco-Umbrella,legitimate,20
2875,yanagisawasax.co.jp,Majestic,legitimate,19
2195,ogcom.xyz,Cisco-Umbrella,legitimate,9
3909,happyshuttlecancun.com,Majestic,legitimate,22
5900,www.startapos.com,Cisco-Umbrella,legitimate,17
3175,grandpier.co.uk,Majestic,legitimate,15
2739,autodiscover.danaher.com,Cisco-Umbrella,legitimate,24
2668,vtracy.de,Cisco-Umbrella,legitimate,9
3344,bugsee-api-n16.us-west-2.elasticbeanstalk.com,Cisco-Umbrella,legitimate,45
1333,handshaking.com,Majestic,legitimate,15
316,b17.ru,Majestic,legitimate,6
2659,northwest.com,Majestic,legitimate,13
6273,api.samokat.ru,Cisco-Umbrella,legitimate,14
2995,yuanbaoshanrencai.com,Majestic,legitimate,21
88,nrronline.org,Majestic,legitimate,13
8156,reality.news,Majestic,legitimate,12
2887,leneuf.net,Majestic,legitimate,10
8503,deutschestextarchiv.de,Majestic,legitimate,22
6977,exchprotdata.com,Cisco-Umbrella,legitimate,16
3817,ntreis.net,Majestic,legitimate,10
9345,meikepeters.com,Majestic,legitimate,15
4158,4995767.fls.doubleclick.net,Cisco-Umbrella,legitimate,27
2694,bq7el.cn,Majestic,legitimate,8
2482,r5---sn-vgqsrn6e.gvt1.com,Cisco-Umbrella,legitimate,25
2669,pendo-static-5688147555647488.storage.googleapis.com,Cisco-Umbrella,legitimate,52
3769,localroots.cc,Majestic,legitimate,13
4734,analytics-api.dfs.co.uk,Cisco-Umbrella,legitimate,23
6951,org5558ae28-crm.omnichannelengagementhub.com,Cisco-Umbrella,legitimate,44
2814,gardning.site,Majestic,legitimate,13
6109,12992298.fls.doubleclick.net,Cisco-Umbrella,legitimate,28
869,648a9dee36be814e9b14e46c.config.smooch.io,Cisco-Umbrella,legitimate,41
9498,bluetritonbrands.acsitefactory.com,Cisco-Umbrella,legitimate,34
9735,beer.crossroad.amazon.co.uk,Cisco-Umbrella,legitimate,27
4247,eti.br,Majestic,legitimate,6
4862,connect-us-west-s4.ninjarmm.com,Cisco-Umbrella,legitimate,31
3364,sbcss.k12.ca.us,Cisco-Umbrella,legitimate,15
3085,nmgdsl.cn,Majestic,legitimate,9
3155,jzguanjia.com,Majestic,legitimate,13
3425,zhituishuke.com,Majestic,legitimate,15
5078,frontend-logs.eu.meisterplan.com,Cisco-Umbrella,legitimate,32
3087,casinobonus.kz,Majestic,legitimate,14
2897,edr-eus2.us.endpoint.security.microsoft.com,Cisco-Umbrella,legitimate,43
8623,allegorithmic.com,Majestic,legitimate,17
9437,tastesheriff.com,Majestic,legitimate,16
3257,nomeatathlete.com,Majestic,legitimate,17
9235,careyorgan.com,Majestic,legitimate,14
4447,kiseichu.org,Majestic,legitimate,12
8908,dshort.com,Majestic,legitimate,10
212,pod-000-1118-13.backblaze.com,Cisco-Umbrella,legitimate,29
9528,medtechdirectory.com,Majestic,legitimate,20
2385,avionslegendaires.net,Majestic,legitimate,21
5675,victoriaville.ca,Majestic,legitimate,16
4240,vm51.proxy-appproxy-cus-dsm02p-6.centralus.cloudapp.azure.com,Cisco-Umbrella,legitimate,61
7287,jasperwiki.com,Majestic,legitimate,14
1281,booking-loco.kakao.com,Cisco-Umbrella,legitimate,22
9869,cdn-cms.bookingexperts.nl,Cisco-Umbrella,legitimate,25
6042,repository.anthemav.com,Cisco-Umbrella,legitimate,23
1996,img.ra7.xyz,Cisco-Umbrella,legitimate,11
5222,api.bilibili.com,Cisco-Umbrella,legitimate,16
2182,madmonkeyhostels.com,Majestic,legitimate,20
557,nautilusbookawards.com,Majestic,legitimate,22
5121,limksys.com,Majestic,legitimate,11
6847,mahametro.org,Majestic,legitimate,13
1141,2be9f4da-b592-44b0-8d82-0a12bfd04f17.distil.ninja,Cisco-Umbrella,legitimate,49
4523,standwithbre.com,Majestic,legitimate,16
9159,media.igram.world,Cisco-Umbrella,legitimate,17
4963,xh8d27.cn,Majestic,legitimate,9
3533,181636.t.hyros.com,Cisco-Umbrella,legitimate,18
5748,redbirdagents.com,Majestic,legitimate,17
8468,on.mom,Majestic,legitimate,6
6106,ocfelections.com,Majestic,legitimate,16
5952,3dseatmapvr.com,Cisco-Umbrella,legitimate,15
2090,jasso.or.jp,Majestic,legitimate,11
2700,lb.slack-msgs.com,Cisco-Umbrella,legitimate,17
3865,www.123ila.com,Cisco-Umbrella,legitimate,14
1867,teafund.org,Majestic,legitimate,11
7279,gfan.com,Majestic,legitimate,8
1502,iloveearth.us,Majestic,legitimate,13
4939,aquariumforum.com,Majestic,legitimate,17
5143,mw1.google.com,Cisco-Umbrella,legitimate,14
9920,thelayoff.com,Majestic,legitimate,13
4655,canoevasion.fr,Majestic,legitimate,14
8949,loanmoa.top,Majestic,legitimate,11
6345,cdn.parsely.com,Cisco-Umbrella,legitimate,15
7384,bozho.net,Majestic,legitimate,9
601,streetracingnew1.gametosite.com,Cisco-Umbrella,legitimate,31
3406,www.westcoasttoyotalb.com,Cisco-Umbrella,legitimate,25
461,digitoygames.com,Cisco-Umbrella,legitimate,16
2823,okingtrust.com,Majestic,legitimate,14
8787,acpltd.co.uk,Cisco-Umbrella,legitimate,12
3767,mkapi.mackeeper.com,Cisco-Umbrella,legitimate,19
1727,inflearn.com,Majestic,legitimate,12
1803,rr6---sn-uvu5a2a5t-hxmle.googlevideo.com,Cisco-Umbrella,legitimate,40
3193,c.cintnetworks.com,Cisco-Umbrella,legitimate,18
913,kiocloudcore-us-central-1.service.signalr.net,Cisco-Umbrella,legitimate,45
5114,mostbet-deposit-fr.com,Majestic,legitimate,22
1039,ioworld.jp,Majestic,legitimate,10
7996,mccno.com,Majestic,legitimate,9
8290,boulistenaute.com,Majestic,legitimate,17
193,brentwoodtn.gov,Majestic,legitimate,15
6389,packnstoreportablestorage.com,Majestic,legitimate,29
5106,mx.dk,Majestic,legitimate,5
4248,bnz06pcor002-files.be.1drv.com.l-0003.dc-msedge.net.l-0003.l-msedge.net,Cisco-Umbrella,legitimate,71
4996,casapacifica.org,Majestic,legitimate,16
68,institut-entreprise.fr,Majestic,legitimate,22
6240,sanjuanmasons.com,Majestic,legitimate,17
2728,rockygapresort.com,Majestic,legitimate,18
7414,radicalroutes.org.uk,Majestic,legitimate,20
9934,nrbwvxk.cn,Majestic,legitimate,10
8121,mirandafrye.com,Majestic,legitimate,15
8895,a.ixncdn.com,Cisco-Umbrella,legitimate,12
1247,dechuan-hb.com,Majestic,legitimate,14
156,pod000.westcentralus.rnr.ms,Cisco-Umbrella,legitimate,27
2552,yavp.pl,Majestic,legitimate,7
4736,stljewishlight.com,Majestic,legitimate,18
3646,zimage.com,Majestic,legitimate,10
8755,teksavvy.com,Majestic,legitimate,12
479,abm.6sense.com,Cisco-Umbrella,legitimate,14
8534,rajanomor.id,Majestic,legitimate,12
6184,orchardo.ru,Majestic,legitimate,11
5393,www.clickorlando.com,Cisco-Umbrella,legitimate,20
6192,pull-flv-f65-sg01.tiktokcdn.com.qlivecdn.com,Cisco-Umbrella,legitimate,44
7499,nurl.feedfinder23.info,Cisco-Umbrella,legitimate,22
2351,tdlesovik.ru,Majestic,legitimate,12
4601,js.onclckpp.com,Cisco-Umbrella,legitimate,15
158,cluster203.canvas-user-content.com,Cisco-Umbrella,legitimate,34
6562,www.gamersaloon.com,Cisco-Umbrella,legitimate,19
2477,sgmarketingcontent.com,Cisco-Umbrella,legitimate,22
5181,uvatalen.nl,Majestic,legitimate,11
18,accounting-simplified.com,Majestic,legitimate,25
5966,rr1---sn-j5pfqpxonuxo-guhl.gvt1.com,Cisco-Umbrella,legitimate,35
4308,ratiomaster.cn,Majestic,legitimate,14
9028,fjedv.cn,Majestic,legitimate,8
9167,zuhao55.com,Majestic,legitimate,11
2888,timby.net,Majestic,legitimate,9
4769,static.linguana.io,Cisco-Umbrella,legitimate,18
467,jumptracker.com,Cisco-Umbrella,legitimate,15
1710,www.sf-cdn.net,Cisco-Umbrella,legitimate,14
29,ciec1.org,Majestic,legitimate,9
7338,bebeprema.fr,Cisco-Umbrella,legitimate,12
142,shop.imagequix.com,Cisco-Umbrella,legitimate,18
8555,newsheadlinesnow.com,Majestic,legitimate,20
3798,acnur.es,Majestic,legitimate,8
7305,escortmalatya.org,Majestic,legitimate,17
2013,enfield-ct.gov,Majestic,legitimate,14
3941,rtlinfo.be,Majestic,legitimate,10
1044,omgmta.qq.com,Cisco-Umbrella,legitimate,13
301,ipv4-c036-man001-virginmedia-isp.1.oca.nflxvideo.net,Cisco-Umbrella,legitimate,52
5527,clientapi.skype.akadns.net,Cisco-Umbrella,legitimate,26
178,nareb.com,Majestic,legitimate,9
7133,e132508.e3.akamaiedge.net,Cisco-Umbrella,legitimate,25
7362,dickssportinggoods.jobs,Majestic,legitimate,23
880,out-of-sync-child.com,Majestic,legitimate,21
7107,anvil.opentok.com,Cisco-Umbrella,legitimate,17
322,doccenter-edge-prod-ibm-us-east-otter.seismic.com,Cisco-Umbrella,legitimate,49
2925,lululemonusa.tt.omtrdc.net,Cisco-Umbrella,legitimate,26
2865,american-apartment-owners-association.org,Majestic,legitimate,41
5014,scbaike.cn,Majestic,legitimate,10
3853,motorplaza.net,Majestic,legitimate,14
7184,dv-gov-prod.s1gov.net,Cisco-Umbrella,legitimate,21
7563,glucofortbuynow.us,Majestic,legitimate,18
1627,ivss.gov.ve,Majestic,legitimate,11
1444,default.ovs.ru.wagbridge.ae.alibabacorp.com.gds.alibabadns.com,Cisco-Umbrella,legitimate,62
7854,r3.sn-vgqsrnzr.c.2mdn.net,Cisco-Umbrella,legitimate,25
8358,ru-vcode-or.vivoglobal.com,Cisco-Umbrella,legitimate,26
6864,alriyadh.online,Majestic,legitimate,15
6896,globalefficiencyintel.com,Majestic,legitimate,25
4386,steamcloudams.blob.core.windows.net,Cisco-Umbrella,legitimate,35
9233,log1.valdperformance.com,Cisco-Umbrella,legitimate,24
7131,corsica-ferries.fr,Majestic,legitimate,18
7874,rosaredgold.com,Majestic,legitimate,15
1071,fotpro135alto.com,Cisco-Umbrella,legitimate,17
2484,yingzhijia.com,Majestic,legitimate,14
1196,academia-photos.com,Majestic,legitimate,19
9804,fun123.online,Cisco-Umbrella,legitimate,13
1210,savemytwinkies.com,Majestic,legitimate,18
5020,occ-0-296-1007.1.nflxso.net,Cisco-Umbrella,legitimate,27
8110,offshore-technology.com,Majestic,legitimate,23
5797,evpn.external.lmco.com,Cisco-Umbrella,legitimate,22
1353,toddxx.zoomdev.us,Cisco-Umbrella,legitimate,17
5510,rr1---sn-0opoxu-upw6.googlevideo.com,Cisco-Umbrella,legitimate,36
1662,rr1---sn-jtcxg-3ipr.googlevideo.com,Cisco-Umbrella,legitimate,35
1711,zbshareware.net,Cisco-Umbrella,legitimate,15
43,webresolve.ru,Majestic,legitimate,13
4252,dioezese-linz.at,Majestic,legitimate,16
2799,lekkie-pioro.pl,Majestic,legitimate,15
8691,helgilibrary.com,Majestic,legitimate,16
6718,ltfinc-my.sharepoint.com,Cisco-Umbrella,legitimate,24
6986,gransfors.com,Majestic,legitimate,13
1714,wetaworkshop.com,Majestic,legitimate,16
5931,automatedirstrprdeus.blob.core.windows.net,Cisco-Umbrella,legitimate,42
4935,entrustdatacardcorp-my.sharepoint.com,Cisco-Umbrella,legitimate,37
8995,bestlesbiansex.net,Majestic,legitimate,18
2369,ircme.ir,Majestic,legitimate,8
7314,cinemavillage.com,Majestic,legitimate,17
1992,data.bloomberg.com,Cisco-Umbrella,legitimate,18
3866,oaklawn-il.gov,Majestic,legitimate,14
4356,kanoon.ir,Majestic,legitimate,9
1469,sanskritiias.com,Majestic,legitimate,16
7141,sin01.hls.ttvnw.net,Cisco-Umbrella,legitimate,19
6412,scheels.scene7.com,Cisco-Umbrella,legitimate,18
6450,palmerlakerecovery.com,Majestic,legitimate,22
4075,blacktoon.top,Majestic,legitimate,13
8244,firstcontinentalmortgageltd.cloudmanagementsuite.com,Cisco-Umbrella,legitimate,52
5769,nihalspa.com,Majestic,legitimate,12
5423,eu-west-1.prod.skywave.jetstream.advertising.a2z.com,Cisco-Umbrella,legitimate,52
6354,farmburger.com,Majestic,legitimate,14
4908,genesisdiamonds.net,Majestic,legitimate,19
9796,p2plog.douyucdn.cn,Cisco-Umbrella,legitimate,18
663,pages.thenationalcouncil.org,Cisco-Umbrella,legitimate,28
9840,nationaalcomputerforum.nl,Majestic,legitimate,25
7590,t300-t200-01.c001.cfeu.prod.t300.ter.int.amazonvideo.com,Cisco-Umbrella,legitimate,56
3011,futmetal.com,Majestic,legitimate,12
5374,mshs.domo.com,Cisco-Umbrella,legitimate,13
596,erin.ns.cloudflare.com,Cisco-Umbrella,legitimate,22
2231,funerals.org,Majestic,legitimate,12
1403,brassfieldssalon.com,Majestic,legitimate,20
5915,shiniestjewel.com,Majestic,legitimate,17
5095,wenhao168.com,Majestic,legitimate,13
8330,biccamera.com,Majestic,legitimate,13
3489,sgsnssdk.com.edgekey.net,Cisco-Umbrella,legitimate,24
5335,secure.onecallnow.com,Cisco-Umbrella,legitimate,21
8964,clinomics.com,Majestic,legitimate,13
6406,dc.gls-group.eu,Cisco-Umbrella,legitimate,15
3738,serealplus.com,Cisco-Umbrella,legitimate,14
6237,americanswedish.org,Majestic,legitimate,19
3122,thegoatagency.slack.com,Cisco-Umbrella,legitimate,23
770,glhmakw.cn,Majestic,legitimate,10
228,imobiliarebri.ro,Majestic,legitimate,16
1771,mm3grupa.pl,Majestic,legitimate,11
5324,line382.com,Majestic,legitimate,11
1919,9294622.fls.doubleclick.net,Cisco-Umbrella,legitimate,27
9299,shop.eminem.com,Cisco-Umbrella,legitimate,15
2613,open-soccer.com,Majestic,legitimate,15
1905,support.onepeloton.com,Cisco-Umbrella,legitimate,22
7197,buyviagraonlinet.com,Majestic,legitimate,20
9201,feoh8-1.fna.fbcdn.net,Cisco-Umbrella,legitimate,21
9739,popxo.com,Majestic,legitimate,9
6623,ns500202.ns500197.mail.sweetxladies.com,Cisco-Umbrella,legitimate,39
1743,dichvucong.baohiemxahoi.gov.vn,Cisco-Umbrella,legitimate,30
5278,vdunae.ru,Majestic,legitimate,9
9914,production-de-mcrplaybackmanager-18touvjez9ec.s3.eu-central-1.amazonaws.com,Cisco-Umbrella,legitimate,75
9502,acs.aliexpress.com,Cisco-Umbrella,legitimate,18
4960,am12.jp,Majestic,legitimate,7
6137,infomusic.ro,Majestic,legitimate,12
9274,za.com.lookup.dkimwl.org,Cisco-Umbrella,legitimate,24
4820,opencpn.org,Majestic,legitimate,11
5954,2-01-49b5-0241.cdx.cedexis.net,Cisco-Umbrella,legitimate,30
3038,pbchistoryonline.com,Majestic,legitimate,20
7935,lm-ui.lifemart.com,Cisco-Umbrella,legitimate,18
4573,smartqv.storenext.co.il,Cisco-Umbrella,legitimate,23
7695,trailsoffroad.com,Majestic,legitimate,17
8204,treygunn.com,Majestic,legitimate,12
7431,londonplush.com,Majestic,legitimate,15
7612,cafeteriaman.com,Majestic,legitimate,16
1109,us1-v3-storage0028-2b-sabre.apsy.cloud.code42.com,Cisco-Umbrella,legitimate,49
8981,subscriberz.com,Majestic,legitimate,15
1283,www.sycle.net,Cisco-Umbrella,legitimate,13
6825,houselogic.com,Majestic,legitimate,14
8015,wida-ams.us,Cisco-Umbrella,legitimate,11
1064,www.essilorpro.com,Cisco-Umbrella,legitimate,18
9203,web-va.tiktok.com.edgekey.net,Cisco-Umbrella,legitimate,29
6414,out.google.com,Cisco-Umbrella,legitimate,14
6745,asia-live.inside-graph.com,Cisco-Umbrella,legitimate,26
7920,forumstrategov.ru,Majestic,legitimate,17
1148,chinacheapjerseysoutlet.com,Majestic,legitimate,27
5290,disanisacperu.com,Majestic,legitimate,17
1477,bloximages.newyork1.vip.townnews.com,Cisco-Umbrella,legitimate,36
8874,fatburners.at,Majestic,legitimate,13
1618,mcs.zijieapi.com,Cisco-Umbrella,legitimate,16
35,ifhost.flvs.net,Cisco-Umbrella,legitimate,15
7964,irvsluggage.com,Majestic,legitimate,15
2515,ws.koyfin.com,Cisco-Umbrella,legitimate,13
8309,inchargeus.com,Cisco-Umbrella,legitimate,14
6173,media.nbcsportsphiladelphia.com,Cisco-Umbrella,legitimate,31
5622,ww1.shiftnote.com,Cisco-Umbrella,legitimate,17
6760,zhangtengfei-steven.cn,Majestic,legitimate,22
4983,fujifilm.de,Majestic,legitimate,11
6915,www.eveonline.com,Cisco-Umbrella,legitimate,17
2289,thrive.stavtar.com,Cisco-Umbrella,legitimate,18
1336,ewr-335.ewr-rtb1.rfihub.com,Cisco-Umbrella,legitimate,27
9458,v16m-default.tiktokcdn-us.com.akamaized.net,Cisco-Umbrella,legitimate,43
1916,webhook.logs.insight.rapid7.com,Cisco-Umbrella,legitimate,31
9262,media-us2.digital.nuance.com,Cisco-Umbrella,legitimate,28
9873,gop.com,Majestic,legitimate,7
8807,irancell.irancell.irancell.irancell.irancell.irance.tntfireworks.space,Cisco-Umbrella,legitimate,70
4779,ocinside.de,Majestic,legitimate,11
2034,app.mailgun.com,Cisco-Umbrella,legitimate,15
8916,rr17---sn-pmcg-bg0d.gvt1.com,Cisco-Umbrella,legitimate,28
5536,monitoring.googleapis.com,Cisco-Umbrella,legitimate,25
8417,tenhoven-bomen.nl,Majestic,legitimate,17
6527,toplaw.news,Majestic,legitimate,11
2688,concreteloop.com,Majestic,legitimate,16
343,gtmdoghq.oohmemiaomprooohmemiaessprofiles.api.us3.datadoghq.com,Cisco-Umbrella,legitimate,63
8343,cell-0.us-west-1.prod.tangerinebox.console.aws.a2z.com,Cisco-Umbrella,legitimate,54
649,vegansfirst.com,Majestic,legitimate,15
9554,20kmdebruxelles.be,Majestic,legitimate,18
2773,juju.com,Majestic,legitimate,8
5188,zndclwczbxbxlowyp-truevalue.siteintercept.qualtrics.com,Cisco-Umbrella,legitimate,55
91,com.00dg0000000j9jqmai.live.siteforce.com,Cisco-Umbrella,legitimate,41
7271,ent.eu-west-1.aws.found.io,Cisco-Umbrella,legitimate,26
9139,lanschoolair.lenovosoftware.com,Cisco-Umbrella,legitimate,31
7231,mkanyo.jp,Majestic,legitimate,9
7602,dataprix.com,Majestic,legitimate,12
2140,oohmediaomprooohmediaessprofiles.datadoghq.oohmediaomprooohmediaesspageprd.api.us3.datadoghq.com,Cisco-Umbrella,legitimate,96
1999,log22-normal-alisg.tiktokv.com.www.tendawifi.com,Cisco-Umbrella,legitimate,48
3588,lifion.adp.com,Cisco-Umbrella,legitimate,14
5567,truspaceprodcnd-hsdzedfuggega7bf.z01.azurefd.net,Cisco-Umbrella,legitimate,48
3392,mevaker.gov.il,Majestic,legitimate,14
3935,ip1.ads.stickyadstv.com.akadns.net,Cisco-Umbrella,legitimate,34
4974,myachiki.by,Majestic,legitimate,11
6800,cache.docer.com.c.cdnhwc1.com,Cisco-Umbrella,legitimate,29
5336,pwri.go.jp,Majestic,legitimate,10
9132,log.viettimes.vn,Cisco-Umbrella,legitimate,16
9093,07wo0u62k9-dsn.algolia.net,Cisco-Umbrella,legitimate,26
7353,video-vivofs.vivo.com.cn,Cisco-Umbrella,legitimate,24
